address,suburb,price,bedrooms,bathrooms,car_garage,sqft_lot,sqft_living,year_built,date_sold,zipcode,latitude,longitude
23 Perina Way,City Beach,1430000,5,3,2.0,823,279,1977.0,06/2017,6015,-31.91197343,115.7623033
23 Persian Grove,Karnup,399999,3,2,2.0,405,165,2015.0,05/2016,6176,-32.44528672,115.765403
23 phoenix drive,Kenwick,385000,3,1,1.0,576,107,2000.0,06/2015,6107,-32.03359,115.99189
23 Pilgrim Way,Hamilton Hill,530000,4,1,2.0,771,136,1975.0,03/2019,6163,-32.09067552,115.7744032
23 Pinot Terrace,The Vines,615000,4,2,2.0,4034,250,1990.0,07/2017,6069,-31.76974,116.0142
23 Pintail Pass,Tapping,482500,4,2,2.0,535,180,2007.0,12/2018,6065,-31.71878892,115.7905953
23 Pitt Street,St James,635000,4,2,4.0,529,170,1959.0,12/2016,6102,-32.0019914,115.9133408
23 Polygon Place,Greenmount,565000,4,2,2.0,918,273,1989.0,11/2016,6056,-31.89735,116.04878
23 Ponderosa Road,Aubin Grove,485000,4,2,2.0,426,189,2012.0,05/2020,6164,-32.17012521,115.8587577
23 Porzana Boulevard,Tapping,460000,3,2,2.0,412,174,2008.0,10/2020,6065,-31.720961,115.790844
23 Pricklybark Street,Harrisdale,450000,4,2,2.0,423,207,2013.0,11/2018,6112,-32.10613486,115.9320167
23 Putley Road,The Vines,620000,4,2,2.0,788,278,2015.0,06/2020,6069,-31.75751311,115.9929516
23 Radiant Glade,Eglinton,450360,4,2,2.0,450,214,,12/2016,6034,-31.57842273,115.6638762
23 Radici Link,Sinagra,565000,4,2,2.0,603,193,2008.0,10/2014,6065,-31.74132438,115.8004917
23 Railway Crescent,Herne Hill,360000,4,2,1.0,810,165,1974.0,12/2012,6056,-31.8263,116.02296
23 Ralphs Street,Seville Grove,350000,4,2,2.0,597,147,2006.0,08/2017,6112,-32.13885,115.996483
23 RANELLA Street,Jindalee,415000,3,2,2.0,300,131,2014.0,07/2017,6036,-31.63689559,115.6832989
23 Redfox Crescent,Huntingdale,370000,4,3,3.0,680,204,1987.0,01/2018,6110,-32.08186,115.96659
23 Retchford Way,Queens Park,495000,4,2,2.0,471,161,2009.0,01/2018,6107,-32.00400388,115.9509953
23 REYNOLDS ROAD,Forrestfield,368000,3,2,1.0,481,154,1994.0,07/2018,6058,-31.99177,115.99436
23 Ridgehill Rise,Roleystone,620000,3,2,3.0,2223,252,2005.0,10/2019,6111,-32.13425,116.09115
23 Ripple Way,Bateman,1140000,4,2,2.0,1148,229,1972.0,03/2014,6150,-32.04776,115.8452
23 Rise Court,Mount Richon,645230,3,2,2.0,2007,218,2004.0,07/2014,6112,-32.1649449,116.0216975
23 Robinson Avenue,Quinns Rocks,649001,4,3,2.0,970,194,1998.0,06/2019,6030,-31.66424,115.69314
23 Robinson Terrace,Daglish,1000000,2,1,2.0,794,131,,12/2012,6008,-31.94884,115.81546
23 Roccella Loop,Ashby,539000,4,2,2.0,314,206,2014.0,02/2014,6065,-31.72967132,115.8048007
23 Rome Road,Melville,735000,4,2,2.0,595,181,2003.0,07/2018,6156,-32.03618599,115.8083575
23 Romeo Road,Coolbellup,485000,3,1,1.0,728,88,1965.0,10/2017,6163,-32.08179,115.81283
23 Rosetta Rise,Gnangara,1300000,5,4,3.0,11104,340,1992.0,07/2007,6077,-31.78549,115.85384
23 Rowlands Court,Padbury,470000,3,1,1.0,815,110,1973.0,09/2020,6025,-31.80283,115.7634
23 Rye Place,Nollamara,300000,3,2,1.0,222,102,2008.0,05/2020,6061,-31.87782845,115.8466591
23 Salter Point Parade,Salter Point,1100000,1,1,,500,254,2015.0,08/2013,6152,-32.02532,115.87393
23 Salzburg Way,Wanneroo,557000,4,2,4.0,521,200,2010.0,11/2020,6065,-31.76189922,115.8240287
23 Sandmartin Drive,Southern River,746500,4,2,3.0,717,236,2006.0,07/2020,6110,-32.098745,115.942393
23 Sandover Drive,Karrinyup,1100000,4,1,,799,199,1982.0,03/2020,6018,-31.86362,115.78114
23 Sandrigo Way,Stirling,855100,4,2,2.0,450,212,2004.0,12/2019,6021,-31.89370659,115.8182263
23 Sawyer Road,Calista,320000,3,1,2.0,973,95,,10/2013,6167,-32.24721,115.8099
23 Second Avenue,Kensington,1215000,5,2,2.0,519,158,1932.0,09/2016,6151,-31.97786,115.88296
23 Sellen Court,Leeming,720000,4,2,2.0,776,196,1988.0,01/2020,6149,-32.07271,115.88473
23 Semerwater Crescent,Aveley,358000,4,1,,440,167,2016.0,06/2020,6069,-31.78912263,116.0000948
23 Senegal Grove,Warnbro,260000,3,2,2.0,530,88,1992.0,12/2020,6169,-32.33991,115.76586
23 Seurat Loop,Ashby,479000,4,2,2.0,606,180,2005.0,06/2018,6065,-31.73424,115.80242
23 Shalimar Rise,Currambine,550000,4,2,2.0,682,156,1998.0,07/2018,6028,-31.73613,115.74294
23 Shield Road,Lesmurdie,485000,3,2,1.0,943,177,1976.0,05/2016,6076,-32.0022,116.0645
23 Shirley Road,Walliston,130000,3,1,,911,242,1980.0,06/1999,6076,-31.99212,116.06903
23 Sixth Avenue,Kensington,1250000,5,2,2.0,781,267,2004.0,10/2019,6151,-31.98085,115.88547
23 Smith Street,Glen Forrest,565000,4,2,3.0,1996,150,1985.0,02/2016,6071,-31.91576,116.09846
23 Snowberry Retreat,Mirrabooka,410000,3,1,1.0,703,87,1988.0,05/2016,6061,-31.86209,115.86502
23 Somerset Crescent,Mosman Park,1750000,4,2,3.0,860,271,1993.0,11/2017,6012,-32.01941,115.75803
23 Southern Terrace,Connolly,610000,4,2,2.0,738,169,1989.0,08/2015,6027,-31.74528,115.75731
23 Southgate Road,Langford,357000,3,1,2.0,692,86,1970.0,02/2015,6147,-32.0416,115.93452
23 Sovereign Drive,Two Rocks,770000,4,3,4.0,810,282,2009.0,02/2017,6037,-31.49352,115.58638
23 Spindrift Street,Jindalee,497000,3,2,2.0,331,161,2006.0,01/2016,6036,-31.65154,115.69455
23 Spruce Road,Morley,530000,4,1,2.0,886,168,1992.0,09/2019,6062,-31.883,115.91622
23 St John Road,Wattle Grove,420000,3,1,2.0,603,117,2001.0,07/2017,6107,-31.9939,115.98602
23 St Tropez Gardens,Piara Waters,388000,3,2,2.0,360,137,2013.0,06/2020,6112,-32.13714054,115.9305829
23 Stock Road,Herne Hill,340000,4,2,1.0,39031,190,1981.0,04/2003,6056,-31.82856822,116.0293462
23 Stonehaven Parade,Kinross,440000,4,2,1.0,512,171,,07/2020,6028,-31.72025,115.74328
23 Stormbird Loop,Currambine,520000,4,2,2.0,559,193,2001.0,07/2017,6028,-31.73352,115.73744
23 Strathclyde Circuit,Champion Lakes,205000,4,1,,459,183,2013.0,11/2011,6111,-32.11730681,115.9905296
23 Stubbs Terrace,Daglish,1010000,3,1,2.0,535,120,1930.0,10/2013,6008,-31.94883612,115.8168054
23 Sundew Road,Gooseberry Hill,560000,2,2,2.0,2570,125,1994.0,02/2019,6076,-31.95723742,116.0445774
23 Sunstone Drive,Wellard,500000,4,2,2.0,603,243,2013.0,10/2018,6170,-32.26065758,115.8501306
23 Sutherland Close,Guildford,460000,2,1,1.0,296,80,,04/2014,6055,-31.89749,115.97244
23 Sutherland Way,Cloverdale,400000,4,1,2.0,759,115,1967.0,08/2020,6105,-31.95687,115.95344
23 Swan Road,Mahogany Creek,430000,3,1,3.0,3395,320,1970.0,09/2017,6072,-31.90477659,116.1343741
23 Swansea Street,Swanbourne,2250000,4,3,2.0,592,257,2012.0,01/2016,6010,-31.97642,115.76486
23 Swift Turn,Parkerville,680000,4,2,2.0,2005,232,2005.0,03/2020,6081,-31.87200809,116.1422411
23 Talus Drive,Mount Richon,822000,4,2,6.0,2505,271,2007.0,12/2015,6112,-32.1646607,116.0202957
23 Tambora Bend,Madeley,810000,4,2,2.0,574,244,2007.0,03/2017,6065,-31.807521,115.821288
23 Taylor Way,Hillarys,649000,3,2,1.0,688,180,1976.0,07/2020,6025,-31.8022,115.75397
23 Tellen Street,Mullaloo,635000,4,2,1.0,707,142,1980.0,10/2017,6027,-31.78119,115.74773
23 Teneriffe Place,Mirrabooka,332000,3,1,1.0,545,100,,09/2018,6061,-31.85356853,115.8714886
23 Tenth Avenue,Maylands,635000,4,1,2.0,674,94,1930.0,07/2019,6051,-31.92569,115.89136
23 Tetlow Place,Bibra Lake,415250,3,1,2.0,794,146,1981.0,12/2015,6163,-32.08895,115.84702
23 The Boardwalk,Ascot,920000,4,2,2.0,314,265,2001.0,11/2014,6104,-31.93909,115.91996
23 The Elbow,Swan View,425000,4,2,2.0,1070,157,1975.0,06/2017,6056,-31.88515,116.03623
23 Three Bears Loop,Secret Harbour,565000,4,2,3.0,672,229,2006.0,02/2020,6173,-32.416308,115.753953
23 Throsby Way,Padbury,565000,4,1,2.0,709,138,1980.0,11/2019,6025,-31.807,115.77085
23 Ticklie Road,Seville Grove,310000,4,2,2.0,400,130,2006.0,04/2018,6112,-32.13549885,115.9886603
23 Timely Hostess Mews,Mariginiup,85000,4,3,2.0,29916,384,1990.0,08/1989,6078,-31.69265814,115.8824975
23 Tipuana Rise,Helena Valley,715000,5,2,2.0,1127,280,1996.0,10/2016,6056,-31.91247,116.03305
23 Tokara Avenue,Henley Brook,385000,4,2,2.0,352,116,2002.0,09/2013,6055,-31.80077,115.97277
23 Toledo Drive,Hocking,537000,4,2,2.0,540,209,2010.0,11/2018,6065,-31.77334335,115.8259705
23 Towerhill Road,Alexander Heights,391000,4,2,2.0,701,167,1988.0,11/2018,6064,-31.83291,115.87418
23 Trafalgar Gardens,Marangaroo,510000,4,2,2.0,876,174,1988.0,11/2016,6064,-31.8296907,115.840797
23 Tricourt Grove,Riverton,850000,4,2,1.0,880,159,1972.0,04/2020,6148,-32.03658,115.89489
23 Trifund Court,Merriwa,380000,4,2,2.0,792,180,1990.0,10/2018,6030,-31.6706,115.70952
23 Turnbull Way,Trigg,910000,3,2,4.0,728,181,1980.0,06/2014,6029,-31.87136395,115.7643098
23 Valencia Road,Carmel,410000,4,1,2.0,1421,151,1950.0,06/2016,6076,-32.02203,116.09737
23 Van Gogh Road,Tapping,435000,4,2,2.0,609,230,2007.0,01/2018,6065,-31.726798,115.804791
23 Van Kleef Circuit,Mount Claremont,1630000,4,3,2.0,447,285,2003.0,05/2017,6010,-31.95811994,115.7777808
23 Vaucluse Crescent,Ellenbrook,285000,4,2,2.0,360,130,1999.0,11/2020,6069,-31.7829,115.95925
23 Verteramo Way,Hocking,382000,3,2,2.0,240,108,2010.0,11/2020,6065,-31.76922266,115.8182243
23 View Terrace,Darlington,1200000,4,2,2.0,2002,301,1997.0,11/2018,6070,-31.92012313,116.0705382
23 Vinciullo Way,Sinagra,532500,4,2,2.0,614,218,2006.0,04/2018,6065,-31.73524658,115.805
23 VITESSE APPROACH,Shoalwater,435000,4,2,2.0,493,269,2007.0,02/2017,6169,-32.29164702,115.7162328
23 Waddington Crescent,Koondoola,390000,4,1,1.0,704,128,1974.0,08/2013,6064,-31.8466,115.86686
23 Walbeck Road,Kalamunda,625000,4,3,2.0,1136,207,1970.0,07/2019,6076,-31.97389,116.044
23 Walden Close,Gidgegannup,750000,4,2,4.0,24276,169,2003.0,06/2015,6083,-31.810814,116.222418
23 Wanstead Street,Gwelup,825000,4,2,6.0,735,199,1982.0,01/2019,6018,-31.87316028,115.7917106
23 Warner Court,Manning,625000,3,2,2.0,452,133,1994.0,11/2016,6152,-32.01228,115.87488
23 Waterhouse Meander,Burns Beach,910000,4,3,2.0,650,256,2015.0,11/2019,6028,-31.72276272,115.7246441
23 Waterwheel Road,Bedfordale,795000,5,2,2.0,4004,289,2005.0,10/2015,6112,-32.15619586,116.0597227
23 Watkins Street,White Gum Valley,890000,4,2,2.0,380,204,2008.0,06/2016,6162,-32.0604021,115.7622887
23 Weetman Road,Hammond Park,519000,4,2,2.0,453,171,2012.0,03/2019,6164,-32.17084213,115.8473128
23 West Coast Drive,Watermans Bay,2031000,3,2,2.0,700,257,1964.0,09/2009,6020,-31.84638097,115.7522544
23 Whaleback Avenue,Parkwood,550000,5,3,2.0,994,266,1974.0,10/2017,6147,-32.04978,115.92504
23 Whimbrel Parade,Bennett Springs,435000,4,2,2.0,542,131,2005.0,02/2018,6063,-31.86114798,115.9292834
23 White Gum Drive,Jane Brook,419000,4,2,2.0,516,127,2000.0,06/2016,6056,-31.86379,116.04928
23 Widdicombe Street,Myaree,1050000,4,3,2.0,971,285,2009.0,06/2017,6154,-32.04229723,115.8117228
23 William Street,Wattle Grove,535000,4,2,2.0,440,167,2015.0,07/2016,6107,-32.00183133,115.9789064
23 Williamson Avenue,Belmont,466500,3,1,3.0,609,120,1962.0,05/2018,6104,-31.94871,115.9351
23 Willow Bank Entrance,Gwelup,1180000,5,3,2.0,651,271,2009.0,02/2018,6018,-31.86755,115.79339
23 Wilmot Bend,Madeley,685000,4,2,2.0,557,236,2007.0,05/2017,6065,-31.80535141,115.8214262
23 Windchime Terrace,Atwell,480000,4,2,2.0,419,145,2004.0,10/2017,6164,-32.15157366,115.8632761
23 WINONA LINK,Banksia Grove,427000,4,2,6.0,531,193,2010.0,05/2018,6031,-31.70865808,115.8077235
23 Wisteria Way,Ferndale,420000,3,1,3.0,698,150,1979.0,06/2016,6148,-32.03511,115.91745
23 Wood Street,Fremantle,770000,2,1,3.0,499,160,1900.0,03/2018,6160,-32.05116992,115.763725
23 Woodcroft Place,Mount Richon,500000,3,2,1.0,2137,185,1995.0,02/2014,6112,-32.17038418,116.017864
23 Woolley Street,Willetton,665000,4,1,,755,195,1981.0,06/2019,6155,-32.04732,115.88274
23 Wooloomooloo Road,Greenmount,638000,4,1,3.0,2040,172,1950.0,08/2018,6056,-31.8961638,116.0511301
23 Wray Close,Bateman,930000,4,2,2.0,531,227,2006.0,04/2018,6150,-32.05017817,115.8509877
23 Wright Avenue,Swanbourne,2100000,4,3,4.0,506,275,,10/2015,6010,-31.97810754,115.7738863
23 Yellowstone Retreat,Gidgegannup,775000,4,2,2.0,19999,223,2005.0,11/2014,6083,-31.8145976,116.2179754
23 Yellowwood Avenue,Piara Waters,450000,4,2,2.0,450,180,2009.0,10/2018,6112,-32.12884729,115.9207671
23 Zamia Rise,Yanchep,270000,4,2,2.0,396,152,2012.0,04/2019,6035,-31.53751639,115.6299996
23 Zest Court,Mariginiup,874000,4,2,5.0,21369,232,1990.0,04/2014,6078,-31.70420843,115.8607514
23/158 Bibra Drive,Bibra Lake,310000,2,1,,148,77,1990.0,04/2016,6163,-32.1017484,115.8283829
23/2 Stockton Bend,Cockburn Central,365000,1,1,1.0,3836,95,2008.0,02/2014,6164,-32.12749963,115.8550804
23/20 Kybra Mews,Rockingham,270000,3,1,1.0,252,100,1992.0,11/2018,6168,-32.28124,115.74146
23/235 Ferndale Crescent,Ferndale,472000,4,2,2.0,8014,124,2011.0,05/2015,6148,-32.03322633,115.9270192
23/5 Spyglass Grove,Connolly,482000,3,2,2.0,209,117,,09/2015,6027,-31.75123,115.75014
23/5 Waterway Court,Churchlands,420000,2,1,1.0,5220,80,1988.0,03/2016,6018,-31.92963866,115.8017289
230 Amherst Road,Canning Vale,512300,4,2,2.0,608,186,2002.0,12/2020,6155,-32.08623,115.93964
230 Berwick Street,Victoria Park,650000,2,1,3.0,551,96,1921.0,11/2017,6100,-31.98382957,115.8948229
230 Canning Road,Lesmurdie,577500,4,2,1.0,1014,162,1976.0,12/2016,6076,-31.99472,116.06619
230 Crawford Road,Inglewood,765000,3,2,2.0,1012,130,1932.0,03/2019,6052,-31.91701123,115.8873695
230 Eddystone Avenue,Beldon,469000,3,1,1.0,687,114,1991.0,12/2016,6027,-31.77333,115.76773
230 Johnson Road,Bertram,389000,3,2,3.0,577,140,2005.0,03/2018,6167,-32.24941,115.84724
230 Mueller Place,Hovea,1340000,5,3,2.0,1000,313,2002.0,09/2007,6071,-31.88104,116.11524
230 River Road,Hopeland,950000,4,2,,291332,210,1970.0,07/2016,6125,-32.39045,115.84327
230 Soldiers Road,Cardup,330000,3,1,2.0,2054,132,,12/2011,6122,-32.24188,116.00087
230 Timberlane Drive,Woodvale,515000,3,1,2.0,736,160,1985.0,07/2018,6026,-31.78133,115.78945
2300 Riley Road,Parkerville,835000,3,2,3.0,21004,217,1988.0,01/2015,6081,-31.88118,116.15506
230A Preston Point Road,Bicton,1435000,4,2,2.0,1936,95,1950.0,10/2017,6157,-32.0302371,115.7851565
231 Carabooda Road,Carabooda,1320000,8,4,4.0,81200,210,1990.0,05/2015,6033,-31.60122,115.74116
231 Hawkins Road,Jandabup,758000,2,1,2.0,42289,131,1984.0,01/2015,6077,-31.73994655,115.8522336
231 Mcdonald Street,Joondanna,880000,2,2,6.0,810,167,1965.0,05/2017,6060,-31.905787,115.8420498
231 Secret Harbour Boulevard,Secret Harbour,615000,4,2,2.0,481,235,2003.0,11/2020,6173,-32.40608,115.74897
231 Woodside Street,Doubleview,795500,3,2,2.0,323,175,2012.0,11/2020,6018,-31.89375954,115.7833616
231A Lawrence Street,Bedford,900000,4,3,2.0,489,250,2007.0,11/2016,6052,-31.903,115.88937
231B Nicholson Road,Shenton Park,860000,2,1,,354,106,1945.0,07/2018,6008,-31.95656933,115.8131185
231B Walcott Street,North Perth,615000,3,2,1.0,154,116,1972.0,07/2018,6006,-31.9252,115.86088
231b West Coast Drive,North Beach,1265000,3,2,2.0,985,150,1981.0,03/2017,6020,-31.86422,115.75285
232 Eddystone Avenue,Beldon,518000,4,2,1.0,687,110,1989.0,01/2018,6027,-31.77315,115.7677
232 Glenisla Road,Carmel,597500,4,2,4.0,3183,224,2001.0,08/2017,6076,-32.02029182,116.0944628
232 Hale Road,Woodlands,1035000,5,3,5.0,809,288,2002.0,02/2015,6018,-31.91543,115.78726
232 Peet Road,Roleystone,620000,4,2,2.0,2414,203,1992.0,06/2018,6111,-32.10517,116.06702
232 Santa Barbara Parade,Jindalee,660000,5,2,2.0,742,236,2011.0,11/2017,6036,-31.65388855,115.6927602
232B Crawford Road,Inglewood,580000,3,2,2.0,252,112,1998.0,12/2016,6052,-31.91679,115.88744
233 Daly Street,Belmont,749999,5,2,2.0,765,209,1958.0,10/2017,6104,-31.94886,115.93348
233 Marri Park Drive,Casuarina,449000,4,2,2.0,10611,240,1998.0,06/2004,6167,-32.23288,115.87765
2335 Coppin Road,Parkerville,575000,5,2,2.0,10081,230,1910.0,10/2020,6081,-31.89149,116.1454
233B Salvado Road,Floreat,750000,3,1,2.0,1000,125,1982.0,05/2017,6014,-31.94229,115.80275
234 Henderson Road,Munster,1030000,4,1,2.0,20000,218,1980.0,03/2020,6166,-32.14977882,115.8106937
234 High Road,Riverton,580000,4,3,1.0,815,172,1969.0,08/2018,6148,-32.0384224,115.8919904
234 Jersey Street,Wembley,1720000,3,3,2.0,670,301,2011.0,09/2020,6014,-31.93284,115.81203
234 Padbury Avenue,Herne Hill,570000,5,3,2.0,15184,280,1950.0,10/2011,6056,-31.814,116.03349
234 Stanhope Road,Walliston,850000,4,1,5.0,15268,252,,05/2018,6076,-31.99297,116.07791
2345 Richardson Road,Parkerville,540000,4,2,2.0,2002,211,2002.0,11/2015,6081,-31.87459,116.13911
234A Eighth Avenue,Inglewood,667000,3,2,2.0,412,120,1997.0,12/2016,6052,-31.91937,115.88147
235 Alfred Street,Mount Helena,535000,4,2,2.0,2011,272,2008.0,12/2018,6082,-31.86197718,116.2088314
235 Boomerang Road,Oldbury,195000,3,1,2.0,57221,125,1977.0,02/1994,6121,-32.26858,115.90438
235 Eddystone Avenue,Beldon,506500,5,2,2.0,700,215,1994.0,04/2015,6027,-31.77334,115.76702
235 Hensman Road,Shenton Park,1000000,3,1,2.0,305,125,1936.0,01/2016,6008,-31.96050877,115.8191557
235 Liddelow Road,Banjup,890000,4,2,2.0,20047,204,2000.0,05/2014,6164,-32.15471829,115.8903372
235 Sydney Road,Gnangara,830000,4,2,2.0,10779,167,1993.0,11/2010,6077,-31.77936,115.86497
235 Woodside Street,Doubleview,747000,3,2,2.0,250,176,2006.0,08/2019,6018,-31.89435,115.78335
235a West Coast Drive,North Beach,1820000,4,1,2.0,985,174,1980.0,09/2015,6020,-31.86456788,115.7528391
236 Fletcher Road,Karnup,1700000,4,2,1.0,36502,223,1996.0,12/2007,6176,-32.4057,115.7866
236 Lakeside Drive,Joondalup,450000,3,2,2.0,295,138,2001.0,10/2020,6027,-31.74122,115.77454
236 Ravenscar Street,Doubleview,555000,3,2,1.0,819,110,2001.0,06/2018,6018,-31.89437803,115.7860983
236 SOUTH STREET,White Gum Valley,640000,4,2,4.0,407,188,,06/2019,6162,-32.06312,115.77379
236 Swan Street,Yokine,580000,3,1,2.0,908,119,1985.0,01/2020,6060,-31.89274,115.85128
2365 Stoneville Road,Stoneville,390000,3,1,1.0,2000,117,,05/2012,6081,-31.88132,116.1712
237 Gibson Avenue,Padbury,405000,3,1,1.0,701,97,1979.0,12/2020,6025,-31.79605956,115.7717961
237 Lowlands Road,Mardella,1150000,3,2,3.0,74993,86,1868.0,07/2015,6125,-32.33662,115.95559
237 Marri Park Drive,Casuarina,755000,4,2,2.0,10053,235,,06/2011,6167,-32.2326,115.87712
237 Summerlakes Parade,Ballajura,535000,3,2,2.0,816,160,1987.0,12/2020,6066,-31.83574,115.8804
237 Vines Avenue,The Vines,710000,4,2,2.0,4003,231,1990.0,10/2019,6069,-31.75373,115.99885
2370 Thomas Road,Mahogany Creek,330000,5,2,2.0,12002,340,2010.0,03/2006,6072,-31.9122901,116.1271543
237A Ninth Avenue,Inglewood,870000,3,2,2.0,409,240,2009.0,08/2017,6052,-31.91771626,115.8802283
237b Preston Point Road,Bicton,935000,4,2,2.0,537,225,2008.0,08/2020,6157,-32.0296187,115.7850042
238 Bennett Springs Drive,Bennett Springs,455000,4,2,2.0,596,139,2000.0,01/2016,6063,-31.85791414,115.9463666
238 Canning Road,Lesmurdie,545000,3,1,4.0,1027,118,1989.0,10/2020,6076,-31.99543,116.06641
238 Erindale Road,Hamersley,500000,5,3,4.0,798,185,1973.0,06/2019,6022,-31.84818,115.81338
238 Franklin Road,Jandabup,950000,4,2,3.0,38471,400,1995.0,06/2002,6077,-31.73655,115.83074
238 Hale Road,Woodlands,820000,3,1,2.0,765,177,1978.0,02/2016,6018,-31.91542644,115.7879417
238 Hermitage Drive,The Vines,690000,4,2,2.0,2042,207,1995.0,12/2016,6069,-31.75548702,116.0064297
238 NINTH AVENUE,Inglewood,900000,3,2,2.0,378,164,1910.0,05/2017,6052,-31.91807725,115.8816142
238 Riseley Street,Booragoon,925000,4,2,4.0,346,244,2012.0,06/2016,6154,-32.04322541,115.8366091
238 Soldiers Road,Cardup,350000,1,1,,2054,76,1960.0,03/2012,6122,-32.24239,116.00072
2386 South Western Highway,Serpentine,640000,3,1,3.0,9242,125,1986.0,02/2015,6125,-32.35819,115.99358
238a Ewen Street,Woodlands,748000,3,2,4.0,200,196,,10/2018,6018,-31.90176586,115.7909927
239 Edgewater Drive,Edgewater,590000,4,2,1.0,707,144,1989.0,09/2015,6027,-31.75549,115.78056
239 Lord Street,Lockridge,302500,3,1,2.0,683,128,1975.0,04/2018,6054,-31.87708,115.95555
239 Masters Road,Darling Downs,750000,4,2,7.0,40465,170,1980.0,11/2020,6122,-32.18766836,115.9811367
239 Midland Road,Hazelmere,2420000,3,2,2.0,56878,230,1979.0,12/2006,6055,-31.92834,116.02027
239 Railway Road,Subiaco,1350000,4,2,3.0,461,279,2013.0,07/2018,6008,-31.95384,115.81147
239 Yangebup Road,Yangebup,455000,4,2,2.0,700,143,1981.0,03/2017,6164,-32.12257,115.81505
2399 South Western Highway,Serpentine,790000,3,2,4.0,40305,167,1929.0,10/2014,6125,-32.36005204,115.9952693
239A Coode Street,Como,1320000,5,2,2.0,756,292,1998.0,11/2020,6152,-31.99828,115.86177
239C Roberts Street,Joondanna,545000,3,2,,369,200,2002.0,09/2019,6060,-31.90763,115.843
23A Birdwood Avenue,Como,830000,3,1,2.0,436,140,1950.0,11/2020,6152,-31.99001,115.87332
23a Braibrise Road,Wilson,420000,2,1,1.0,1012,77,1977.0,03/2016,6107,-32.01459,115.91209
23A Coldwells Street,Bicton,1630000,4,3,2.0,505,304,2012.0,11/2018,6157,-32.02509071,115.7877572
23A Conochie Crescent,Manning,730000,5,3,2.0,473,193,1997.0,08/2017,6152,-32.01596,115.87031
23A David Street,Kensington,745000,3,2,2.0,569,164,1998.0,04/2016,6151,-31.98779,115.8759
23A Devon Street,Woodbridge,380000,2,1,1.0,480,72,1962.0,06/2013,6056,-31.89292,115.98842
23A Enrick Elbow,Marangaroo,380000,3,2,2.0,512,138,1992.0,09/2020,6064,-31.8301,115.84723
23A Fulton Street,Hamilton Hill,640000,2,2,2.0,471,149,2005.0,05/2018,6163,-32.078677,115.788719
23A Gatton Way,Embleton,475000,4,2,2.0,634,145,1994.0,07/2017,6062,-31.90001723,115.9165093
23A Henley Road,Mount Pleasant,1300000,4,2,2.0,519,305,2002.0,11/2018,6153,-32.02778474,115.8445318
23A Lockwood Street,Yokine,400000,3,1,1.0,404,95,1989.0,04/2019,6060,-31.90552,115.84607
23a Matta Way,Pearsall,450000,3,2,2.0,300,126,2010.0,12/2015,6065,-31.78479061,115.8207375
23A Miller Avenue,Redcliffe,590000,4,2,2.0,1013,183,2008.0,06/2015,6104,-31.93568979,115.9385798
23A Mimosa Avenue,Mount Claremont,838000,3,2,2.0,359,132,1996.0,06/2017,6010,-31.96836,115.78429
23A Rathay Street,Victoria Park,720000,4,2,4.0,440,160,2007.0,02/2019,6100,-31.9803528,115.8962144
23A Rivett Way,Brentwood,665000,3,2,1.0,774,136,1989.0,12/2014,6153,-32.04328,115.84882
23A Searle Road,Ardross,1105584,4,3,,474,307,2011.0,05/2016,6153,-32.02963668,115.8317777
23A Stradbroke Place,Ballajura,400000,4,2,2.0,521,179,2006.0,06/2018,6066,-31.8485505,115.9031295
23A Watkins Street,White Gum Valley,729000,3,2,2.0,414,189,2008.0,11/2017,6162,-32.06066965,115.7623224
23A White Street,Osborne Park,450000,3,1,1.0,369,104,1995.0,12/2016,6017,-31.89597,115.82364
23b Barrisdale Road,Ardross,910000,3,2,2.0,475,190,2011.0,10/2019,6153,-32.0313666,115.838988
23B Birchington Street,Beckenham,290000,3,1,2.0,369,96,1969.0,12/2017,6107,-32.01696653,115.9633649
23B Bushby Street,Midvale,252500,2,1,1.0,473,94,1950.0,01/2013,6056,-31.89173,116.02284
